Model,Dropout,Hidden Layers,Neurons per Layer,Activation,Learning Rate,Batch Size,Regularizer,Optimizer,Loss Function,R2,RMSE,Train Loss,Val Loss,RMSE Step 1,RMSE Step 2,RMSE Step 3,RMSE Step 4,RMSE Step 5,RMSE Step 6
11,0.0,2,64,tanh,0.001,2048,<keras.src.regularizers.L1L2 object at 0x742f8f4ffc10>,Adam,mean_squared_error,0.9300573468208313,0.2667086738913416,0.12983788549900055,0.1924419403076172,0.21673367092769594,0.22888352590007768,0.2558172574899296,0.27429680990458427,0.2953194419914048,0.31551424915180953
12,0.0,2,64,tanh,0.001,2048,<keras.src.regularizers.L1L2 object at 0x742f8f4ffc10>,SGD,mean_squared_error,0.936115026473999,0.25489735470499514,0.20749472081661224,0.15987852215766907,0.21421786118686043,0.22572561288383286,0.24510112495379743,0.2595848630423684,0.2769153825379298,0.2980927954929655
13,0.0,2,64,tanh,0.01,2048,<keras.src.regularizers.L2 object at 0x742f8f4ffbe0>,Adam,mean_squared_error,0.8621506690979004,0.3744281740270437,0.05199287086725235,0.3053102493286133,0.34473603830510335,0.3371399179001079,0.4300155031395287,0.3756662274778129,0.3301062189920566,0.4167366134312168
14,0.0,2,64,tanh,0.01,2048,<keras.src.regularizers.L2 object at 0x742f8f4ffbe0>,SGD,mean_squared_error,0.9584864974021912,0.20547589373045516,0.052166953682899475,0.2490648627281189,0.13902220937442664,0.1664821775067744,0.18725185844579403,0.21650405375210227,0.24022750241032145,0.2581404390217041
15,0.0,2,64,tanh,0.01,2048,<keras.src.regularizers.L1L2 object at 0x742f8f4ffc10>,Adam,mean_squared_error,0.9398136734962463,0.24740858630722357,0.12665192782878876,4.575368881225586,0.18195662254276962,0.20428194990102833,0.24150257619488552,0.2546954763906027,0.2771496874805966,0.3040130846293881
16,0.0,2,64,tanh,0.01,2048,<keras.src.regularizers.L1L2 object at 0x742f8f4ffc10>,SGD,mean_squared_error,0.8330018520355225,0.4121185048615186,0.36291754245758057,0.6769053339958191,0.48407917653743715,0.3302517800376312,0.44872195556038685,0.3443076610854146,0.39149367265076945,0.449991725608371
17,0.0,2,64,elu,0.001,2048,<keras.src.regularizers.L2 object at 0x742f8f4ffbe0>,Adam,mean_squared_error,0.9656803011894226,0.1868261606927184,0.03395850211381912,0.05365407094359398,0.09482807213120291,0.133055847591646,0.16602985438674778,0.19692039164414843,0.2279524457659399,0.25382664731556975
18,0.0,2,64,elu,0.001,2048,<keras.src.regularizers.L2 object at 0x742f8f4ffbe0>,SGD,mean_squared_error,0.9688131213188171,0.17809524162070783,0.028781382367014885,0.03687490150332451,0.088041866227624,0.12753220724963132,0.16051883039003648,0.18888309350832022,0.21622781153781187,0.24104318110500436
19,0.0,2,64,elu,0.001,2048,<keras.src.regularizers.L1L2 object at 0x742f8f4ffc10>,Adam,mean_squared_error,0.9625430107116699,0.19517854865524872,0.047631315886974335,0.07670756429433823,0.10573125516738739,0.14411507743422688,0.175724550752494,0.21010163900758638,0.23340139318411607,0.2590894800861163
20,0.0,2,64,elu,0.001,2048,<keras.src.regularizers.L1L2 object at 0x742f8f4ffc10>,SGD,mean_squared_error,0.9622189402580261,0.19602098710779167,0.047155894339084625,0.07138551026582718,0.10698897148262919,0.14415320219100675,0.17663061371528424,0.2095625162548476,0.23683775490429668,0.25906929893491426
